Episode,Ep Reward,Avg Reward,Best Avg,Highest Reward,Lowest Reward,Avg Critic Loss,Avg Actor Loss
1,28.360749902140306,28.360749902140306,28.360749902140306,28.360749902140306,28.360749902140306,0.033364138763948566,-0.16688321782344015
2,11.254790743545728,19.807770322843016,28.360749902140306,28.360749902140306,11.254790743545728,0.002643212954426417,-0.1949870193004608
3,15.178908179825195,18.264816275170407,28.360749902140306,28.360749902140306,11.254790743545728,0.0008943079079472227,-0.26750281639397144
4,16.810807588706997,17.901314103554554,28.360749902140306,28.360749902140306,11.254790743545728,0.001787377161963377,-0.3166299868375063
5,14.224539361771294,17.165959155197903,28.360749902140306,28.360749902140306,11.254790743545728,0.0021474103870423276,-0.3088631420955062
6,18.609300469591332,17.40651604093014,28.360749902140306,28.360749902140306,11.254790743545728,0.0015692267602025823,-0.3461806467175484
7,20.02861190795569,17.781101164790933,28.360749902140306,28.360749902140306,11.254790743545728,0.003931198105565272,-0.4773791319131851
8,7.860808490963889,16.54106458056255,28.360749902140306,28.360749902140306,7.860808490963889,0.00833171201054938,-0.5322044672816992
9,21.722075673925456,17.116732479825096,28.360749902140306,28.360749902140306,7.860808490963889,0.00640081239369465,-0.6484021215885878
10,31.57317972922495,18.56237720476508,28.360749902140306,31.57317972922495,7.860808490963889,0.005312383693490119,-0.8244413694366812
11,28.168329074959363,19.435645556600925,28.360749902140306,31.57317972922495,7.860808490963889,0.008292099178070202,-0.9934382075071335
12,31.582104672233662,20.447850482903654,28.360749902140306,31.582104672233662,7.860808490963889,0.009424422504816904,-1.2737283457815647
13,30.57599859946409,21.22693879956215,28.360749902140306,31.582104672233662,7.860808490963889,0.007367173237435054,-1.4313754081726073
14,33.61293675453518,22.11165293920308,28.360749902140306,33.61293675453518,7.860808490963889,0.01206039050302934,-1.5759797614812852
15,15.909716163448053,21.698190487486077,28.360749902140306,33.61293675453518,7.860808490963889,0.009441414519678802,-1.4875319680571557
16,31.03227576673944,22.281570817439416,28.360749902140306,33.61293675453518,7.860808490963889,0.012425619791902136,-1.5025857308506965
17,33.79930669499454,22.959084692589716,28.360749902140306,33.79930669499454,7.860808490963889,0.009277333215577529,-1.6357234334945678
18,32.95592214923312,23.51446455129213,28.360749902140306,33.79930669499454,7.860808490963889,0.013826769199804403,-1.7506746703386307
19,31.78158216245238,23.949576004511087,28.360749902140306,33.79930669499454,7.860808490963889,0.013006355468533001,-2.185434976220131
20,49.80763931966551,25.24247917026881,28.360749902140306,49.80763931966551,7.860808490963889,0.05384165028342977,-2.459142290353775
21,68.61579769931143,27.30787529069941,28.360749902140306,68.61579769931143,7.860808490963889,0.07931309317238629,-3.1266960597038267
22,74.87420180133648,29.469981041182916,29.469981041182916,74.87420180133648,7.860808490963889,0.11406030986458063,-3.7532840967178345
23,40.593684408021645,29.95362031800199,29.95362031800199,74.87420180133648,7.860808490963889,0.22913181520998477,-4.8769490742683415
24,32.33804200655086,30.052971221691525,30.052971221691525,74.87420180133648,7.860808490963889,0.3245477369427681,-4.340495895147324
25,82.80843062695362,32.16318959790201,32.16318959790201,82.80843062695362,7.860808490963889,0.3776438107341528,-5.5004092669487
26,112.86205181796552,35.266991990981374,35.266991990981374,112.86205181796552,7.860808490963889,0.5327395652234554,-6.819500274658203
27,121.43827924160226,38.458521148411776,38.458521148411776,121.43827924160226,7.860808490963889,0.6645691355317831,-8.124554831981659
28,124.2572408306302,41.52276113706244,41.52276113706244,124.2572408306302,7.860808490963889,0.8649508214741946,-9.96021770954132
29,127.77373720394588,44.49693272557566,44.49693272557566,127.77373720394588,7.860808490963889,0.8829757639020681,-10.934871611595154
30,129.91163150759326,47.344089351642914,47.344089351642914,129.91163150759326,7.860808490963889,0.8164658427983522,-11.761435465812683
31,133.74565193781967,50.13123653184217,50.13123653184217,133.74565193781967,7.860808490963889,0.8961298890411854,-12.342199096679687
32,141.91395427749455,52.9994464613938,52.9994464613938,141.91395427749455,7.860808490963889,0.6465204238146544,-12.946007871627808
33,142.73226757328362,55.7186228587238,55.7186228587238,142.73226757328362,7.860808490963889,0.5840452386438847,-13.495072078704833
34,144.31226062252725,58.32431808707096,58.32431808707096,144.31226062252725,7.860808490963889,0.609767377525568,-14.075474972724914
35,92.65851024537137,59.30529500587954,59.30529500587954,144.31226062252725,7.860808490963889,0.6375562419742345,-14.561135878562927
36,140.8533376509775,61.570518412687825,61.570518412687825,144.31226062252725,7.860808490963889,0.8214211146533489,-14.960710883140564
37,52.59212465480322,61.32785912193419,61.570518412687825,144.31226062252725,7.860808490963889,0.7031731484085322,-15.19120698928833
38,135.95138848439515,63.291636210419995,63.291636210419995,144.31226062252725,7.860808490963889,0.8464121460169554,-14.930524868965149
39,134.50935836990087,65.11773165040668,65.11773165040668,144.31226062252725,7.860808490963889,0.8959541691839695,-15.35773630619049
40,135.27801935370704,66.87173884298917,66.87173884298917,144.31226062252725,7.860808490963889,0.9995131189376116,-15.889075694084168
41,141.24217962377912,68.68565203276454,68.68565203276454,144.31226062252725,7.860808490963889,1.1231028150022029,-16.916502828598023
42,140.90840473700993,70.40524138286563,70.40524138286563,144.31226062252725,7.860808490963889,1.1041621089726688,-18.018320779800415
43,96.05397723965282,71.00172361209323,71.00172361209323,144.31226062252725,7.860808490963889,0.973513168245554,-18.472203912734987
44,133.3112460207177,72.41784912138014,72.41784912138014,144.31226062252725,7.860808490963889,1.2312611626833678,-18.877575731277467
45,98.9089767109096,73.0065408455919,73.0065408455919,144.31226062252725,7.860808490963889,1.3862949892878533,-18.818234252929688
46,131.15317708481058,74.27059815514014,74.27059815514014,144.31226062252725,7.860808490963889,1.7263295425474643,-19.04350905418396
47,137.51324466866316,75.61618637883211,75.61618637883211,144.31226062252725,7.860808490963889,1.3637668863683938,-19.649465017318725
48,138.76659883901056,76.93181997175252,76.93181997175252,144.31226062252725,7.860808490963889,1.257937064692378,-20.309241628646852
49,142.99259960799318,78.27999914800233,78.27999914800233,144.31226062252725,7.860808490963889,1.0460586457699537,-21.333175020217894
50,133.63966330360873,79.38719243111446,79.38719243111446,144.31226062252725,7.860808490963889,0.47866157464683057,-21.865283851623534
51,140.16900125718627,80.5789926041747,80.5789926041747,144.31226062252725,7.860808490963889,0.64455980733037,-22.44935103416443
52,86.11342519128202,80.6854240000806,80.6854240000806,144.31226062252725,7.860808490963889,0.658027004301548,-22.94254199028015
53,137.64732608765763,81.76017686965753,81.76017686965753,144.31226062252725,7.860808490963889,1.0391032291948796,-23.21449496269226
54,133.23581898785434,82.71342950147599,82.71342950147599,144.31226062252725,7.860808490963889,1.1900535482168197,-23.791190719604494
55,127.09710134707483,83.52040535321413,83.52040535321413,144.31226062252725,7.860808490963889,1.4773516537249087,-24.37548096656799
56,116.40259541657609,84.10758731863132,84.10758731863132,144.31226062252725,7.860808490963889,1.8437378661334514,-25.138798599243163
57,113.49835413172678,84.62321480658036,84.62321480658036,144.31226062252725,7.860808490963889,1.7433858244121074,-25.536418504714966
58,8.251544236714329,83.30646186572059,84.62321480658036,144.31226062252725,7.860808490963889,1.38373949252069,-24.965154066085816
59,9.042154486260289,82.04774479149245,84.62321480658036,144.31226062252725,7.860808490963889,1.2787367918342352,-23.07428035736084
60,26.739919317563498,81.1259477002603,84.62321480658036,144.31226062252725,7.860808490963889,1.84339225679636,-21.247346858978272
61,23.85297622092354,80.1870465284679,84.62321480658036,144.31226062252725,7.860808490963889,1.761581934094429,-19.72511248588562
62,19.904865578661887,79.21475328734199,84.62321480658036,144.31226062252725,7.860808490963889,2.0452397432923317,-20.059622201919556
63,124.04738015691177,79.92638228527167,84.62321480658036,144.31226062252725,7.860808490963889,1.9557216434180738,-21.423745737075805
64,129.7011753495208,80.70411342690059,84.62321480658036,144.31226062252725,7.860808490963889,1.4415831619501114,-23.73517123222351
65,127.50391691776218,81.42411040368309,84.62321480658036,144.31226062252725,7.860808490963889,1.477885453850031,-25.72829071044922
66,126.36594592639493,82.10504730554234,84.62321480658036,144.31226062252725,7.860808490963889,1.35582143753767,-27.611769456863403
67,126.14165147191274,82.76231005429415,84.62321480658036,144.31226062252725,7.860808490963889,1.8225078263878822,-28.736583452224732
68,78.74466322092425,82.70322701262694,84.62321480658036,144.31226062252725,7.860808490963889,1.8264688684046269,-28.540948343276977
69,6.663799700421759,81.6012063269428,84.62321480658036,144.31226062252725,6.663799700421759,2.257079380750656,-27.34317868232727
70,8.758351891056693,80.56059412071586,84.62321480658036,144.31226062252725,6.663799700421759,2.2038293382525445,-24.689044036865234
71,8.630179679071922,79.54748969196032,84.62321480658036,144.31226062252725,6.663799700421759,2.9420618779212235,-21.888139381408692
72,9.573051381949238,78.57562249321015,84.62321480658036,144.31226062252725,6.663799700421759,2.655049847587943,-20.466629333496094
73,112.9248954582702,79.04616047903289,84.62321480658036,144.31226062252725,6.663799700421759,3.0590325462818146,-21.881420707702638
74,16.919103809200486,78.20660565917028,84.62321480658036,144.31226062252725,6.663799700421759,3.1693794168531895,-24.14887218475342
75,23.460612008057627,77.47665907715546,84.62321480658036,144.31226062252725,6.663799700421759,2.7855850780010223,-25.076005983352662
76,107.00786874613273,77.86522762543147,84.62321480658036,144.31226062252725,6.663799700421759,4.3796113336086275,-27.03712643623352
77,109.63148061308854,78.27777636553091,84.62321480658036,144.31226062252725,6.663799700421759,3.1894216516613962,-27.597181272506713
78,116.13724307001688,78.76315414379356,84.62321480658036,144.31226062252725,6.663799700421759,2.827087130844593,-29.259770498275756
79,60.976006670477474,78.53800037830854,84.62321480658036,144.31226062252725,6.663799700421759,4.304029204547406,-31.530849609375
80,58.452908255401624,78.28693672677221,84.62321480658036,144.31226062252725,6.663799700421759,2.6618459606170655,-30.860447187423706
81,118.68313529768531,78.78565522764768,84.62321480658036,144.31226062252725,6.663799700421759,3.1662543284893037,-29.529764547348023
82,88.23057405975837,78.90083716462463,84.62321480658036,144.31226062252725,6.663799700421759,3.032880730330944,-29.481223316192626
83,115.6347135668389,79.3434139887477,84.62321480658036,144.31226062252725,6.663799700421759,3.742981999218464,-30.387707595825194
84,121.14380166556052,79.8410376515669,84.62321480658036,144.31226062252725,6.663799700421759,3.8975883322954177,-32.7394891166687
85,129.20942025890676,80.42184215282973,84.62321480658036,144.31226062252725,6.663799700421759,4.500651482045651,-34.22347915649414
86,137.96556141858977,81.09095516754786,84.62321480658036,144.31226062252725,6.663799700421759,4.469940684139728,-34.88874389648438
87,130.45136099592943,81.65831615408098,84.62321480658036,144.31226062252725,6.663799700421759,3.24087354183197,-35.4021383857727
88,136.4063215665034,82.28045257922214,84.62321480658036,144.31226062252725,6.663799700421759,2.344130789637566,-35.9039510345459
89,133.92606076571042,82.86074031165461,84.62321480658036,144.31226062252725,6.663799700421759,1.7386599242687226,-36.54336297988892
90,132.56768487502836,83.41303969569209,84.62321480658036,144.31226062252725,6.663799700421759,1.5398571726679802,-37.022963752746584
91,133.72454552010595,83.96591338607027,84.62321480658036,144.31226062252725,6.663799700421759,1.6025687563419342,-37.40657409667969
92,133.44231234177155,84.50370033124094,84.62321480658036,144.31226062252725,6.663799700421759,1.5457068191468715,-37.704881229400634
93,134.62650564006242,85.04265522703471,85.04265522703471,144.31226062252725,6.663799700421759,1.7792109213769436,-38.004696979522706
94,136.1668327928182,85.58652945645795,85.58652945645795,144.31226062252725,6.663799700421759,1.463236225694418,-38.25557147979736
95,136.03188367953496,86.11753318512191,86.11753318512191,144.31226062252725,6.663799700421759,1.5475921070575713,-38.54528964996338
96,131.85325113646516,86.59394691378172,86.59394691378172,144.31226062252725,6.663799700421759,1.6797022569179534,-38.83906944274902
97,130.13319103408045,87.04280510058891,87.04280510058891,144.31226062252725,6.663799700421759,1.8538754905760289,-39.2288430595398
